Date,ACA.PA,AI.PA,AIR.PA,ALO.PA,ATO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,ENGI.PA,GLE.PA,HO.PA,KER.PA,MC.PA,ML.PA,MT.PA,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,SU.PA,TEP.PA,TTE.PA,VIE.PA,VIV.PA,WLN.PA
2018-01-03,0.006066094321121121,0.007626352285838511,0.01642043429435842,0.01229817251284779,0.014277295767429598,0.006647438634684274,0.00881908368387742,0.003030699924278884,0.020000685883559723,-0.0012122925616615471,-0.0042480887679681705,0.012156720928990523,0.0031020232016024008,0.0042076528803787604,0.004737893602910182,-0.007266373559848274,0.011659495142649448,0.005991107256993735,0.011182482446322278,0.0,0.003835672011957921,-0.002068301155805514,-0.02243159983449598,0.007267115833934975,0.004524967494793491,0.0034546681606682263,0.004917642700349609,0.004310827242443336,0.016856495156838177,0.013335454627543054,0.0033586084849573173,0.010796566112943239,0.008934963314803538,0.021534662762322528,0.012228081137113704
2018-01-04,0.04418882867702774,0.022536067564669877,0.020007611511804153,0.00989973515898325,0.014076173932908576,0.014726070453391662,0.01787880348637715,0.007946480701456043,0.0034592260379951276,0.020412969928493323,0.02476190976579076,0.002681466769748389,-0.0017714285400688445,0.01562260478106741,0.024259621700622607,0.007046836972991052,0.025935841522218887,0.01167219677454322,0.016745312098853833,0.0,0.00898341060375184,0.0003448736877710703,0.005562831160582973,0.00038109065418307625,0.0018042399204910974,0.013348362086128619,0.03511542224734993,0.012821730776695706,0.02102177796814373,0.017877620324209652,0.01827286725916296,0.019566796906624852,0.013485275004870989,0.00951966641725576,0.02021243409931245
2018-01-05,-0.0017032463090967966,0.008321911411732648,-0.002566753740676408,0.01035976510355096,0.014668186478432845,0.018142661141563002,0.0018800538795808147,0.010587679335454491,0.01128302707419176,0.010444310060882877,0.01783681599956136,0.010213479559065115,0.01364745944223273,0.005496430371626896,0.014300302984611008,0.0017543643357418853,0.008497955029556333,0.015754679748318855,0.02004887109287471,0.0,0.012923945985114163,0.008586752909205138,0.027718698923068646,0.00531931141749035,0.008302341879618539,0.022968192080000442,0.005846587771216546,0.018458623621852445,0.008726392921034162,0.013747810627967361,0.009012801115146588,0.007240004605834535,0.011024578802552148,0.014111911009303334,-0.004775576577143612
2018-01-08,0.010851178346264206,0.010988911000540983,0.011845539334999605,0.0013919037933517,-0.0051290622437691735,-0.006712518517311377,0.009502423802769428,-0.0315482868276961,-0.0009760613931640754,0.012081288452599637,0.0018120724871193907,0.0013245639309684696,0.004798394906843587,0.006487867164883007,0.0013301505421305243,-0.00197365838518068,-0.011514482826578217,-0.01616188800241459,0.010661510884889558,0.0,-0.000802848565533913,0.005457131919743827,0.0028736155657043006,0.002648978568695542,0.0008936015873318916,0.014459188956628323,-0.0017953969402495981,-0.00013454339320885192,0.0031355223680273937,0.0016372989161141268,0.011354533659352373,0.00438157567025951,0.008189459465141732,0.011399594661514217,0.013786808230866978
2018-01-09,0.004375037619267804,0.0009105229297668244,0.0029971231733579707,0.0,-0.00396369806259036,-0.0014039891832901585,0.014315603832965517,-0.0064308611474136815,0.019342814134397333,0.008486013858131209,0.0018080218673864209,0.008129058530835313,-0.005235539447517447,-0.0006809433649272288,0.000885743870184401,0.00043883063629624163,0.015488634668361414,0.0024410472262497125,0.019448301954582872,0.0,0.008265944100970962,0.0010198078938360852,0.021643446718062648,0.00827983284032243,0.0022301520047339515,0.012245297101066402,0.007385052133987477,-0.0014804640659058985,0.012959549704474618,0.015151680921422786,0.0278348136528854,0.005501695126130448,-0.006363726971202532,0.04031821620465661,0.008930754020685704
2018-01-10,0.01797037921231043,-0.012360096410621585,0.03827718207924676,0.0013897671116507536,-0.0063743963721230095,-0.030385309218814313,0.015167878433147894,-0.014124393741311818,-0.002397489465302758,0.01335398086840103,-0.011127480369790554,-0.0070265938988950056,-0.022562346094554608,-0.002045723344520134,0.0209198608125784,-0.0032963707218086956,0.022307856334262553,-0.01680032131727451,-0.007345927011339315,0.0,-0.007463095535437023,-0.019558046740764567,-0.021643446718062603,-0.011687231292776793,0.001780474733758363,-0.01654980616593167,-0.0013385535502894231,-0.012197134906719248,-0.007444170790090096,-0.009714068000636376,-0.0023556668630983152,-0.0031105131459746864,-0.04571703914663197,0.0016116115003041711,-0.0028116875534592123
2018-01-11,0.004935127614686822,-0.013448026503216576,-0.002773303613405472,-0.006968705568584325,0.0,0.005777065077148719,0.008543921812150457,-0.005134241636126471,0.011455935247933539,0.007175159876265803,-0.026143788630590133,0.005055087492591931,-0.008988960605586073,0.0013642094069538338,0.009493016768924943,-0.010621769660049725,-0.009989388675102859,-0.01247429330791408,-0.0031091616307287115,0.0,-0.012111497275281189,-0.008350655275235692,0.000717115482355056,-0.0007587170892788351,-0.009159040224357208,-0.0044372071767824805,0.004677574379940865,-0.0060173949932506915,-0.010536944700746731,-0.0013566806538190953,-0.0015735331049461564,-0.00010406608116807079,-0.011039090647494174,-0.022390554767721,-0.00046938415253863173
2018-01-12,-0.0009851650432145143,0.006515046079213409,0.0042123466718208295,0.0013976721789481885,0.015073568310952776,0.002157850534649295,0.006842078321630338,0.01729326470807236,0.009447411936989406,0.010667290103080802,-0.0014074294191458198,0.016094606411164628,0.013007643319140744,-0.00752639509002391,-0.0023648791968823918,-0.003342845254883039,0.0012237152301789326,0.013093873985222658,0.003109161630728849,0.0,-0.003254604790763549,0.010773453313994505,0.01846639614547579,-0.006090479670481847,0.0006730596321665896,0.009984333050290466,0.005318989196972775,0.01050695838585598,0.008771163245657718,0.01562523844343887,-0.00790523354189319,0.00961196061154387,-0.006294096221909553,-0.038183766202385505,-0.005649682314687709
2018-01-15,0.004261735326523325,0.002778984830424779,-0.004434472489753803,-0.004479308584415628,0.007452534573734039,-0.006053811458232032,0.0010371393062824376,0.006443399989802873,-0.00047003953820801527,-0.0024228523139966426,-0.007303655583002921,0.0032310610344224084,-0.00223054624667906,-0.005164555212023604,-0.00215472124493699,-0.002682029072836158,-0.012986794289826284,0.0024747048932687913,-0.006618727472483091,0.0,0.002170913040371239,0.0006909252972894366,0.023645024402232737,-0.0026764648989541645,0.0006726802995504835,-0.0003387327878420179,-0.006430666748430615,-0.006400202185788794,-0.00333243309681611,-0.0032126740263289733,-0.003976211234163304,-0.0007200959928362212,-0.00048586162991052747,0.02658957844815484,0.020561496446580122
2018-01-16,-0.001637104047885534,0.002771503449827408,-0.00033332805069557077,0.004758744121038273,-0.0035231725107765406,-0.006090324550082736,-0.007730023542602006,0.005291727348560015,0.0,-0.0020547180094713626,0.034397867697109834,-0.0021528446114910072,0.001338908993281864,0.012009184877457049,-0.005949505020773187,0.0033518078679175864,0.004473154136963601,0.0010294469157246043,0.01665727439558044,0.0,-0.0021709130403712064,0.008598251784518765,0.00479954476072579,-0.0011491926634383054,0.0017910923678894212,0.014017689168005446,0.008197515070661422,0.0027283780456797573,0.00010433744701036823,0.002945524573084177,0.0015923964092610084,-0.008995561205629946,0.016386283701018287,-0.00878513992997938,-0.010227946826400023
